Id,SalePrice
1625,118081.086
1626,160613.45
1627,189671.69
1628,272772.88
1629,174332.86
1630,365513.78
1631,201714.95
1632,235640.22
1633,165097.17
1634,194953.78
1635,179637.97
1636,160340.42
1637,201985.61
1638,183330.97
1639,187275.39
1640,251190.88
1641,176285.61
1642,234884.56
1643,214119.03
1644,229476.92
1645,184742.78
1646,157684.23
1647,150429.72
1648,134700.53
1649,139076.12
1650,116024.01
1651,120384.21
1652,94263.71
1653,96656.266
1654,146941.5
1655,136991.52
1656,145097.9
1657,148776.72
1658,147806.14
1659,115110.23
1660,153374.62
1661,468778.16
1662,390232.0
1663,399246.94
1664,404197.47
1665,324236.9
1666,329960.7
1667,339062.6
1668,325389.56
1669,297089.88
1670,360669.84
1671,265977.28
1672,449498.12
1673,283237.0
1674,236703.55
1675,198655.64
1676,191689.83
1677,230912.88
1678,411102.2
1679,427954.28
1680,351621.1
1681,232325.03
1682,300712.6
1683,173609.98
1684,166823.12
1685,171529.77
1686,163327.86
1687,160313.05
1688,192403.02
1689,185118.97
1690,187971.25
1691,167965.5
1692,255401.95
1693,161808.19
1694,184011.12
1695,165038.45
1696,286066.47
1697,171065.48
1698,355688.9
1699,324095.62
1700,256305.0
1701,261201.95
1702,251728.77
1703,245759.14
1704,273788.78
1705,217401.55
1706,410346.6
1707,216246.88
1708,214068.6
1709,271528.62
1710,217768.83
1711,262054.78
1712,248086.89
1713,293687.75
1714,230671.66
1715,201510.95
1716,184087.31
1717,167670.55
1718,140861.88
1719,195015.7
1720,240459.08
1721,155741.36
1722,128718.44
1723,157297.78
1724,216574.22
1725,238381.73
1726,197213.47
1727,167254.03
1728,167071.5
1729,171483.31
1730,157234.19
1731,116971.7
1732,130697.73
1733,117941.195
1734,123087.55
1735,125410.08
1736,113701.016
1737,303714.3
1738,227025.03
1739,292631.75
1740,248539.9
1741,200655.1
1742,177041.4
1743,175064.94
1744,303143.66
1745,219219.52
1746,164410.08
1747,210258.7
1748,243964.78
1749,152152.6
1750,126000.016
1751,244562.3
1752,121667.445
1753,142208.16
1754,190393.72
1755,174023.4
1756,120092.266
1757,126915.734
1758,148298.92
1759,157609.81
1760,170659.75
1761,142429.38
1762,180890.0
1763,171791.38
1764,114616.625
1765,169819.89
1766,174468.75
1767,224400.42
1768,148398.66
1769,160498.31
1770,139661.47
1771,126029.82
1772,137344.97
1773,141986.44
1774,133856.12
1775,134995.16
1776,127476.89
1777,115034.06
1778,144007.33
1779,115848.09
1780,168935.66
1781,132246.69
1782,95159.82
1783,142797.02
1784,106455.22
1785,120708.75
1786,130362.86
1787,156039.0
1788,56551.652
1789,88316.19
1790,84923.9
1791,173194.4
1792,160934.83
1793,124843.85
1794,150230.88
1795,133455.25
1796,128147.414
1797,117780.69
1798,124225.44
1799,112582.52
1800,138342.08
1801,131915.02
1802,118889.58
1803,147343.95
1804,146059.9
1805,135129.64
1806,111500.125
1807,124885.766
1808,112137.83
1809,120024.14
1810,157571.78
1811,110928.55
1812,97715.64
1813,128748.64
1814,99733.16
1815,54328.543
1816,101163.45
1817,117408.13
1818,139518.77
1819,127749.99
1820,43588.203
1821,103349.09
1822,145827.05
1823,39418.617
1824,129487.83
1825,132519.52
1826,112431.125
1827,99672.016
1828,140035.84
1829,114546.03
1830,140544.25
1831,133733.62
1832,88341.96
1833,142867.03
1834,125195.09
1835,124773.266
1836,127859.93
1837,86974.91
1838,124359.26
1839,96565.695
1840,167683.02
1841,144804.44
1842,85511.16
1843,131882.83
1844,133277.05
1845,145369.94
1846,153969.78
1847,165962.1
1848,69834.4
1849,99414.65
1850,117028.61
1851,148989.28
1852,126667.73
1853,134084.17
1854,161045.98
1855,126299.1
1856,209503.7
1857,140561.14
1858,144584.34
1859,118808.88
1860,160459.73
1861,118794.72
1862,333819.28
1863,322861.66
1864,322861.66
1865,307219.4
1866,337396.56
1867,231667.9
1868,298442.4
1869,203583.2
1870,225431.3
1871,256078.52
1872,171533.19
1873,229259.28
1874,140548.02
1875,187016.4
1876,195404.61
1877,208545.67
1878,192618.73
1879,130050.44
1880,137828.62
1881,240549.22
1882,241587.9
1883,192876.27
1884,209148.17
1885,234880.08
1886,302726.2
1887,195784.77
1888,258679.6
1889,155762.45
1890,118231.86
1891,135714.94
1892,108141.87
1893,123117.37
1894,123077.805
1895,136333.33
1896,124331.51
1897,119789.26
1898,108143.0
1899,148253.95
1900,145802.02
1901,173551.05
1902,159047.42
1903,205700.31
1904,155603.28
1905,195145.0
1906,181972.98
1907,184976.73
1908,107594.08
1909,133878.08
1910,122865.3
1911,218372.98
1912,284972.12
1913,152300.39
1914,46353.07
1915,323024.88
1916,64777.973
1917,242835.5
1918,141280.02
1919,160574.25
1920,143549.62
1921,472364.75
1922,322542.22
1923,226706.98
1924,217197.84
1925,198243.44
1926,419191.28
1927,136755.89
1928,155193.66
1929,116750.03
1930,128420.36
1931,150558.33
1932,144731.27
1933,189680.73
1934,182075.75
1935,176014.97
1936,199704.0
1937,183429.61
1938,187838.11
1939,235237.64
1940,189113.03
1941,166448.08
1942,189081.66
1943,206843.44
1944,392682.12
1945,410613.2
1946,176439.67
1947,336710.3
1948,153431.23
1949,256646.2
1950,174107.06
1951,255020.8
1952,221287.45
1953,167783.64
1954,171103.17
1955,131959.69
1956,293896.47
1957,163476.2
1958,305486.88
1959,139760.61
1960,114909.5
1961,121567.0
1962,96902.7
1963,101347.7
1964,113382.99
1965,145740.02
1966,135587.0
1967,275732.78
1968,480700.66
1969,407503.62
1970,446297.06
1971,440846.06
1972,397350.75
1973,246369.27
1974,324894.34
1975,455230.62
1976,258208.34
1977,356417.25
1978,393064.7
1979,348350.5
1980,203793.97
1981,358898.34
1982,222788.14
1983,204922.39
1984,166161.48
1985,230647.45
1986,212487.78
1987,170410.58
1988,178480.19
1989,195047.88
1990,212341.72
1991,241050.98
1992,212444.02
1993,164399.42
1994,229071.55
1995,179998.6
1996,247096.12
1997,333068.5
1998,343127.44
1999,261922.11
2000,321641.88
2001,275346.0
2002,265853.53
2003,251650.28
2004,241982.44
2005,208632.8
2006,233422.8
2007,247398.64
2008,217271.6
2009,200443.17
2010,187260.56
2011,142757.25
2012,171211.56
2013,184142.97
2014,193094.19
2015,203556.4
2016,201472.33
2017,195857.4
2018,119300.17
2019,139687.31
2020,106699.56
2021,112724.766
2022,173555.69
2023,143921.11
2024,263282.72
2025,325284.7
2026,180929.0
2027,158614.22
2028,154823.5
2029,175620.11
2030,254727.9
2031,205063.34
2032,232394.16
2033,250116.14
2034,165268.88
2035,212484.14
2036,186992.88
2037,193513.02
2038,273070.38
2039,216378.7
2040,239297.62
2041,290253.16
2042,201107.78
2043,169526.52
2044,152157.67
2045,207840.81
2046,134702.84
2047,151449.45
2048,139199.66
2049,133753.27
2050,173557.67
2051,105890.62
2052,130530.93
2053,142599.81
2054,84489.61
2055,163006.38
2056,146539.58
2057,116708.17
2058,243722.23
2059,138785.03
2060,169985.64
2061,176703.88
2062,132021.25
2063,114031.36
2064,147168.12
2065,118579.88
2066,164941.84
2067,110116.625
2068,133964.92
2069,81203.48
2070,116450.91
2071,95573.734
2072,141062.05
2073,139337.66
2074,174002.98
2075,138626.95
2076,126013.234
2077,154985.86
2078,133975.4
2079,128978.57
2080,118897.18
2081,125970.46
2082,126899.76
2083,151150.9
2084,113543.03
2085,124793.26
2086,99843.64
2087,119594.52
2088,94899.984
2089,81541.2
2090,124664.555
2091,130695.36
2092,124342.06
2093,125405.89
2094,95509.22
2095,151179.03
2096,72344.46
2097,96717.586
2098,147988.94
2099,64501.18
2100,89967.69
2101,124605.36
2102,116791.79
2103,109698.62
2104,127231.79
2105,131844.1
2106,91037.16
2107,218366.31
2108,116091.52
2109,112368.31
2110,125579.78
2111,125725.5
2112,150447.52
2113,120693.91
2114,111843.37
2115,161043.53
2116,115065.11
2117,144866.17
2118,123951.234
2119,104655.55
2120,114961.46
2121,86693.67
2122,115942.81
2123,69271.18
2124,157268.38
2125,131638.67
2126,154765.05
2127,152216.6
2128,115064.78
2129,93913.13
2130,149279.14
2131,132464.05
2132,115990.15
2133,122088.44
2134,123530.18
2135,100877.516
2136,83300.445
2137,115576.19
2138,134564.31
2139,154870.47
2140,131041.82
2141,143053.53
2142,129484.0
2143,155570.94
2144,103062.375
2145,135915.7
2146,154074.5
2147,138881.95
2148,134155.69
2149,143514.17
2150,219848.88
2151,103057.56
2152,183104.0
2153,167844.3
2154,110175.45
2155,133165.0
2156,306520.25
2157,228027.28
2158,235387.55
2159,206569.42
2160,160766.39
2161,231265.28
2162,391146.38
2163,355470.2
2164,227796.45
2165,189048.12
2166,151968.86
2167,214995.4
2168,203070.12
2169,195174.6
2170,222059.5
2171,148492.38
2172,138556.64
2173,152914.27
2174,237821.33
2175,277954.5
2176,344357.4
2177,251168.11
2178,196832.61
2179,140754.17
2180,237727.22
2181,188528.34
2182,227052.95
2183,198563.6
2184,125885.43
2185,109518.93
2186,142673.0
2187,154013.69
2188,154779.66
2189,249712.62
2190,77121.55
2191,81666.734
2192,90757.16
2193,97683.87
2194,101241.83
2195,113488.36
2196,104648.555
2197,109337.76
2198,149951.19
2199,178524.95
2200,154412.25
2201,139933.6
2202,215381.42
2203,155089.94
2204,207919.72
2205,120889.39
2206,141772.53
2207,199153.97
2208,254550.62
2209,231099.48
2210,115906.77
2211,109096.53
2212,118702.53
2213,105159.29
2214,140994.66
2215,104891.45
2216,146730.19
2217,73510.234
2218,50659.074
2219,48749.086
2220,50592.445
2221,322795.47
2222,297760.4
2223,333000.2
2224,205956.88
2225,112918.01
2226,202893.19
2227,201428.72
2228,274353.1
2229,241649.2
2230,161065.48
2231,206695.73
2232,190520.12
2233,183641.22
2234,222698.92
2235,242123.25
2236,260221.34
2237,367910.78
2238,203717.22
2239,105687.33
2240,159039.69
2241,162857.5
2242,125955.92
2243,125338.81
2244,102348.92
2245,97405.07
2246,140960.78
2247,104436.99
2248,126340.54
2249,130388.23
2250,138785.17
2251,116669.78
2252,170515.6
2253,153727.83
2254,181894.22
2255,191920.12
2256,181980.97
2257,210889.88
2258,164768.12
2259,179286.42
2260,152242.6
2261,186167.42
2262,210626.78
2263,387607.88
2264,427266.72
2265,170394.0
2266,307646.88
2267,394783.38
2268,400469.5
2269,152219.5
2270,189431.98
2271,216142.97
2272,203582.05
2273,174014.94
2274,183370.66
2275,156456.52
2276,199504.12
2277,180702.94
2278,145392.81
2279,128795.305
2280,119461.266
2281,180821.02
2282,200431.52
2283,101525.125
2284,112959.695
2285,131903.2
2286,123354.06
2287,352764.1
2288,272969.6
2289,387993.62
2290,461819.5
2291,345381.9
2292,437119.28
2293,455583.7
2294,463780.47
2295,426045.66
2296,259626.17
2297,312511.88
2298,306181.94
2299,398592.2
2300,345599.38
2301,272447.38
2302,245204.77
2303,233225.66
2304,224018.11
2305,188721.17
2306,189374.55
2307,195951.75
2308,227304.72
2309,273102.16
2310,213528.06
2311,191760.22
2312,179490.34
2313,179188.47
2314,166749.8
2315,174866.38
2316,186160.84
2317,192056.89
2318,179157.2
2319,176128.66
2320,186352.34
2321,238813.16
2322,168066.3
2323,174852.86
2324,159218.77
2325,212074.78
2326,162660.84
2327,210579.58
2328,223973.25
2329,189883.1
2330,179968.56
2331,363676.5
2332,395022.9
2333,319636.25
2334,268748.62
2335,257635.7
2336,338109.4
2337,210798.0
2338,269351.34
2339,208782.88
2340,383353.4
2341,217372.94
2342,232375.33
2343,224110.2
2344,222763.5
2345,226134.33
2346,206178.55
2347,203059.28
2348,233916.62
2349,199242.11
2350,290980.4
2351,264587.1
2352,258658.88
2353,257064.6
2354,136057.19
2355,139186.25
2356,158704.55
2357,191182.83
2358,195453.06
2359,128664.31
2360,120756.766
2361,150003.81
2362,264289.5
2363,145427.77
2364,149881.98
2365,217831.14
2366,181317.47
2367,217698.23
2368,213819.88
2369,220718.39
2370,170353.88
2371,176269.47
2372,203423.67
2373,282118.22
2374,317099.5
2375,251441.58
2376,285414.38
2377,371449.72
2378,141358.05
2379,198717.22
2380,142477.2
2381,158552.66
2382,198588.02
2383,209814.62
2384,253005.31
2385,158201.94
2386,135514.1
2387,137994.48
2388,91357.305
2389,123631.305
2390,156199.5
2391,145321.42
2392,118661.445
2393,160010.92
2394,149045.56
2395,215906.47
2396,151495.67
2397,218582.17
2398,137855.84
2399,51745.332
2400,53224.9
2401,112754.66
2402,138220.89
2403,134508.5
2404,153580.84
2405,163177.0
2406,138315.44
2407,126136.48
2408,143763.9
2409,129238.99
2410,168024.16
2411,120882.36
2412,162146.48
2413,129146.21
2414,147782.47
2415,130903.55
2416,129572.82
2417,130537.66
2418,130366.84
2419,135365.16
2420,125610.21
2421,147593.6
2422,109720.38
2423,125957.25
2424,145781.72
2425,213958.78
2426,127039.01
2427,144086.6
2428,173934.47
2429,115618.41
2430,130169.805
2431,102320.52
2432,142263.1
2433,148833.92
2434,140087.67
2435,154480.73
2436,108684.05
2437,109911.62
2438,126332.586
2439,109965.41
2440,120537.695
2441,86500.83
2442,91890.766
2443,118101.13
2444,129827.5
2445,81870.266
2446,129234.92
2447,169164.9
2448,132930.89
2449,103529.516
2450,147085.34
2451,128330.87
2452,199993.12
2453,91948.8
2454,121598.305
2455,114402.36
2456,140151.81
2457,127492.94
2458,119431.875
2459,116702.05
2460,128739.8
2461,122670.24
2462,142798.23
2463,122176.14
2464,186862.9
2465,146779.03
2466,119436.32
2467,129510.06
2468,73685.15
2469,67868.266
2470,191628.78
2471,206089.5
2472,165060.02
2473,119916.94
2474,86152.01
2475,219953.72
2476,117825.625
2477,127814.086
2478,148722.53
2479,104013.46
2480,146794.3
2481,124414.78
2482,128889.305
2483,111961.3
2484,121470.12
2485,127305.22
2486,160667.06
2487,177409.02
2488,146325.08
2489,140791.9
2490,157230.73
2491,83629.03
2492,196992.42
2493,147554.61
2494,148804.11
2495,88593.39
2496,251122.38
2497,147481.31
2498,114793.73
2499,83384.54
2500,136579.55
2501,136810.56
2502,152603.97
2503,93643.4
2504,177681.8
2505,220370.3
2506,241060.4
2507,270688.84
2508,242609.8
2509,223087.72
2510,217767.6
2511,176809.75
2512,205939.19
2513,220947.73
2514,238231.28
2515,155574.06
2516,166969.4
2517,141297.67
2518,153696.61
2519,225472.78
2520,202080.8
2521,186536.9
2522,220819.03
2523,116323.26
2524,140337.19
2525,149575.69
2526,141983.47
2527,117109.33
2528,131431.94
2529,139381.66
2530,120364.81
2531,266291.75
2532,222347.92
2533,195360.25
2534,227082.62
2535,306115.66
2536,219986.88
2537,226156.97
2538,176906.22
2539,182781.92
2540,182968.38
2541,177375.53
2542,180814.62
2543,128930.86
2544,122738.47
2545,133613.03
2546,114519.05
2547,135886.16
2548,153268.9
2549,165425.94
2550,221155.6
2551,142476.25
2552,126705.79
2553,71426.305
2554,108218.83
2555,114560.016
2556,107479.83
2557,102071.12
2558,152882.05
2559,137835.6
2560,148920.53
2561,136449.36
2562,153310.28
2563,165682.66
2564,208204.06
2565,140445.23
2566,184563.34
2567,128125.3
2568,202741.55
2569,202545.97
2570,113782.92
2571,199713.52
2572,133937.97
2573,216538.9
2574,266334.4
2575,131911.25
2576,131565.0
2577,166701.62
2578,83124.11
2579,74177.5
2580,118159.945
2581,101444.79
2582,90340.06
2583,280135.06
2584,164864.94
2585,198509.62
2586,216973.0
2587,182120.38
2588,136475.25
2589,146416.8
2590,209945.33
2591,210965.92
2592,216009.84
2593,259284.45
2594,173434.56
2595,191727.48
2596,314927.8
2597,196001.84
2598,282362.9
2599,284375.66
2600,146986.48
2601,144210.19
2602,83127.36
2603,93892.0
2604,87604.164
2605,74940.17
2606,149901.28
2607,199157.56
2608,192448.89
2609,175792.36
2610,113299.01
2611,118671.63
2612,152304.89
2613,130596.43
2614,132479.95
2615,149198.02
2616,140054.69
2617,180764.62
2618,179547.53
2619,200557.9
2620,191836.86
2621,176985.03
2622,181169.86
2623,248194.8
2624,321574.1
2625,308449.47
2626,182937.48
2627,170686.77
2628,515882.84
2629,533124.94
2630,347900.62
2631,440012.3
2632,473898.88
2633,323534.5
2634,424357.12
2635,161921.8
2636,173993.36
2637,173482.88
2638,250803.33
2639,189025.6
2640,155566.78
2641,107911.92
2642,204810.64
2643,96516.53
2644,121799.445
2645,101370.42
2646,93190.91
2647,99451.34
2648,134314.3
2649,148066.6
2650,128881.68
2651,147787.12
2652,417840.22
2653,239143.86
2654,275106.88
2655,412371.66
2656,284960.97
2657,331240.75
2658,294019.53
2659,298758.8
2660,370722.47
2661,310655.6
2662,355680.75
2663,264866.56
2664,258302.9
2665,328019.2
2666,279286.25
2667,164036.55
2668,173690.12
2669,186561.28
2670,264191.72
2671,176919.22
2672,187125.25
2673,203200.89
2674,202110.86
2675,166517.16
2676,184319.19
2677,190952.5
2678,254953.2
2679,256473.95
2680,266236.9
2681,417989.7
2682,320666.4
2683,549520.7
2684,312984.62
2685,343896.97
2686,243150.89
2687,332131.5
2688,214444.77
2689,199118.64
2690,463991.5
2691,199082.56
2692,133317.73
2693,187476.95
2694,132257.53
2695,190627.53
2696,177770.1
2697,183762.98
2698,191714.69
2699,183662.4
2700,160308.31
2701,140855.7
2702,111921.16
2703,118248.32
2704,141946.38
2705,122317.445
2706,115341.76
2707,120073.375
2708,138328.1
2709,109645.38
2710,131478.95
2711,276397.3
2712,396973.88
2713,168672.61
2714,149920.44
2715,174769.84
2716,128232.625
2717,171895.77
2718,229080.5
2719,152521.31
2720,157797.97
2721,139084.75
2722,163056.6
2723,139905.7
2724,130788.75
2725,134629.52
2726,150589.06
2727,180120.0
2728,181640.95
2729,147782.61
2730,152440.03
2731,125471.69
2732,130488.74
2733,159117.22
2734,150338.94
2735,134735.61
2736,139801.94
2737,127617.14
2738,129182.305
2739,165424.84
2740,138249.36
2741,150211.97
2742,150839.16
2743,155615.31
2744,155603.6
2745,138962.9
2746,137048.22
2747,144948.12
2748,116475.89
2749,132275.95
2750,130988.59
2751,135302.44
2752,169190.1
2753,152273.22
2754,229320.94
2755,127391.57
2756,100868.95
2757,66481.52
2758,89088.016
2759,155080.62
2760,137476.02
2761,151512.58
2762,143556.06
2763,180958.33
2764,137940.8
2765,283713.62
2766,136606.78
2767,92353.32
2768,130386.86
2769,138777.36
2770,130918.53
2771,111544.69
2772,117366.375
2773,175815.84
2774,147393.14
2775,121168.02
2776,139618.6
2777,136335.4
2778,81429.53
2779,128135.69
2780,97842.93
2781,95048.984
2782,95503.94
2783,104949.89
2784,120782.914
2785,137093.97
2786,73441.07
2787,119884.805
2788,73913.04
2789,177611.83
2790,91375.17
2791,114651.39
2792,52253.043
2793,181542.94
2794,97923.95
2795,124965.234
2796,98415.76
2797,201100.31
2798,114613.34
2799,128793.336
2800,65202.1
2801,105666.26
2802,130869.72
2803,151025.7
2804,134464.62
2805,92325.49
2806,78873.62
2807,155678.98
2808,152926.22
2809,139629.25
2810,133381.7
2811,158814.92
2812,157950.48
2813,149673.58
2814,152184.23
2815,96871.19
2816,238569.83
2817,152664.81
2818,132383.22
2819,143081.1
2820,138198.88
2821,107748.61
2822,192944.53
2823,301525.0
2824,179466.56
2825,158935.98
2826,130737.12
2827,130673.92
2828,219790.8
2829,226123.55
2830,221277.33
2831,172666.83
2832,271892.94
2833,295994.56
2834,213058.8
2835,226659.42
2836,192134.2
2837,143741.69
2838,157598.69
2839,171249.61
2840,189555.97
2841,206301.67
2842,234970.83
2843,153468.84
2844,159135.28
2845,123992.03
2846,213710.81
2847,201198.53
2848,210695.1
2849,201056.78
2850,271118.75
2851,224000.8
2852,237183.95
2853,231204.84
2854,143632.06
2855,201530.75
2856,199210.38
2857,185092.31
2858,193699.5
2859,118295.586
2860,125829.74
2861,130591.82
2862,191261.25
2863,120810.22
2864,246054.39
2865,141098.5
2866,131459.27
2867,98316.23
2868,89325.8
2869,115544.664
2870,126914.88
2871,97162.45
2872,53084.074
2873,95520.42
2874,145995.56
2875,112801.125
2876,163185.55
2877,137694.88
2878,169990.34
2879,140455.83
2880,105648.52
2881,144590.27
2882,184880.27
2883,196097.58
2884,189235.9
2885,199579.66
2886,227515.3
2887,93102.7
2888,135697.08
2889,56042.406
2890,84064.59
2891,136459.12
2892,39644.67
2893,69789.92
2894,41480.715
2895,329357.7
2896,291653.28
2897,205309.31
2898,139120.7
2899,210587.02
2900,163479.02
2901,197010.83
2902,196197.84
2903,347320.8
2904,341529.03
2905,87345.47
2906,211550.8
2907,110291.83
2908,133205.12
2909,137125.62
2910,81323.76
2911,76878.84
2912,144628.19
2913,85960.78
2914,75483.23
2915,79863.664
2916,84807.836
2917,145997.1
2918,114904.24
2919,220134.62
